,Nose,Right Eye,Left Eye,Right Ear,Left Ear,Right Shoulder,Left Shoulder,Right Elbow,Left Elbow,Right Wrist,Left Wrist,Right Hip,Left Hip,Right Knee,Left Knee,Right Ankle,Left Ankle,exercise,File Path,FolderID,Frame Number
2994,"188.4976744892996,159.83508633268482","201.0279973249027,157.76205313715954","193.36335724708172,159.58724464980546","191.27918287937743,146.6693974951362","196.2208931177043,161.61949781128405","179.29033925097278,130.8151902966926","168.98285505836577,134.73876763132296","171.97060432879377,217.18544807879377","169.37056177042803,216.3199173151751","135.57792740758754,96.81956772859922","137.85788545719845,96.1926222033074","128.0238630836576,219.39834630350194","157.58616549124514,218.4378191877432","168.3357247081712,215.8235651750973","171.0657982733463,215.6527389348249","158.01519941634243,221.59791464007782","157.68426252431908,221.03498905642024",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\0_37.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,0
2996,"188.63145975194553,160.99385943579767","201.50635335603113,159.0031918774319","195.26691695038912,168.02441026264592","195.48866123540856,155.40632599708172","196.970437135214,162.16153939688715","178.45244102626458,130.69508450875486","147.37279608463035,132.5716804474708","172.0878070282101,217.14368008268482","171.01428745136187,218.1498054474708","135.24059156128405,98.20729723978599","137.9342017266537,97.66056663424125","128.16359131809338,218.92634362840468","157.40032222762648,218.18075145914398","171.3847428258755,216.05585785505838","171.15096060311285,215.8657891536965","157.22338582198444,221.8672938959144","156.87665673638134,221.26872568093387",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\1_40.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,1
3003,"189.38974343385215,160.88167254377433","199.20675766050584,155.66973188229574","195.6809490515564,168.07602748054475","195.1118829036965,154.83771583171207","197.1673151750973,161.44479571984436","177.67388132295721,130.1660688229572","178.77330070525292,164.46099829766538","172.54147920719845,217.76977444066148","169.3985438959144,216.4541281614786","136.18981031128405,97.45489573200389","137.99170111867704,96.98467138861868","128.61533317120623,218.5415704036965","156.37062256809338,218.46537572957197","164.21926678015564,221.6582259241245","170.76367947470817,216.31295598249028","157.63258450875486,223.0517844114786","157.25074477140078,222.41530885214007",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\2_43.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,2
2995,"189.33481274319067,160.89877188715954","199.26194674124514,155.65161417801556","194.4369984192607,160.45429535505838","195.56695342898834,154.86793227140078","197.64032101167317,161.37455921692606","178.00825328307394,130.8731760700389","180.10224647373542,165.08867339494162","172.67926191634243,216.8911265807393","169.23665491245137,216.0002887889105","136.196954036965,97.5282937135214","137.38162694552528,97.0305356274319","127.39406766780156,217.31502310311285","157.63507721303503,217.6986107733463","167.17100863326849,216.35721668287937","170.47583292801556,215.77682696984436","193.06488630836577,214.80072045233464","192.5267357733463,215.03632660505838",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\3_46.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,3
3004,"189.63308608949416,160.34818822957197","199.07724343385215,155.12182332198444","195.2814627918288,159.6861776507782","195.45798881322958,154.81363995622567","200.0689445525292,163.13253891050584","177.58935736867704,131.27226714494162","177.75445342898834,136.89755593385215","172.56555508268482,217.41062743190662","169.73277906128405,216.55377553501947","137.90079340953307,98.12686952821012","138.90127979085602,97.4419078307393","127.28855331955253,218.5602048881323","125.63486442120623,173.00817728599222","170.2404243677043,216.5298212548638","171.00037998540856,216.6186618433852","192.9434429717899,214.93553927529183","192.12405763618676,214.97385700389106",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\4_49.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,4
3001,"189.646172786965,159.46118069066148","201.04100802529183,156.888405885214","194.59008694066148,158.8693002188716","195.2383876459144,154.71216865272373","200.50387585116732,163.4756353356031","177.64489603599222,132.2864178015564","145.1700054717899,133.2318366974708","172.10042254377433,217.45461454280155","169.6051495622568,216.5487445282101","136.79068883754863,98.79609982976653","138.53517144941634,98.51977444066148","126.89560280885215,217.74616974708172","156.74613934824902,217.99392023346303","167.1752340710117,216.2409715466926","171.4878860651751,215.99551617217898","192.63214372568095,214.83206164883268","192.23998358463035,215.1609770184825",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\5_52.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,5
2999,"190.05824416342412,159.43661843385215","201.19411174610894,156.89752553501947","195.45017631322958,158.5700997081712","194.9992096303502,154.21704766536965","200.75729571984436,163.12427042801556","178.86024136673151,132.4362384484436","177.66597762645915,137.588734192607","172.3575510700389,217.4272859922179","169.23011916342412,216.46919078307394","136.84168287937743,99.39729754377431","138.10432879377433,99.15423607733463","121.78745896157588,155.67717959630352","156.88284289883268,218.26007721303503","170.45804961089493,216.4708931177043","171.21227504863813,216.67967230058366","193.10276325389106,214.4108706225681","192.64673516536965,214.61443640564204",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\6_55.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,6
3000,"190.18561527237355,159.48676130836577","200.85653270914398,156.93353295233464","194.81506870136187,158.58733584630352","194.7214402966926,154.51615697957197","199.97192667801556,163.26044199902725","184.21718446011673,139.70722884241246","132.48872203307394,131.76944005350194","172.4864573200389,217.98625972762648","169.44433973735408,216.48220148346303","137.08397677529183,99.85590193336576","138.8965679717899,99.75700693093385","120.5110879742218,156.33190965466926","122.24195190904669,186.67532526750972","167.68605605544747,216.66705678501947","170.50796449416342,216.11644272859922","193.02147677529183,214.42758998054475","192.36315965466926,214.6247872081712",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\7_58.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,7
3002,"188.98074233949416,159.43605605544747","201.4353112840467,157.59039092898834","193.04091682879377,159.09382599708172","194.21367339494165,155.5511764348249","197.88770671206225,161.9109770184825","181.0327243433852,132.83598309824902","169.35394880836577,136.8823109192607","171.80372993677042,217.35361442120623","169.92360773346303,216.88942424610894","137.82681785019454,98.92546206225681","139.39117217898834,98.7844190783074","126.0028498905642,216.84530034046693","122.65108219844358,185.93461211089493","165.39697835603113,217.0326179474708","171.35964858949416,216.40837791828795","194.26305629863813,214.55123723249028","193.52811892023345,214.704766536965",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\8_61.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,8
3006,"189.948063594358,159.573109192607","201.55797057392996,157.57330678501947","194.44658925097278,158.8939840710117","194.54827334630352,155.2649714250973","198.013360286965,161.79290795233464","181.95777602140078,132.86936101653697","179.51127796692606,137.62773589494162","172.29234557392996,216.95508572470817","170.14653757295721,216.11978660019454","137.42584204766538,98.11030216439688","198.68537208171207,193.92562925583658","118.99053076361868,154.39187135214007","121.76819370136187,184.87712791828795","171.631125364786,215.55581225680933","171.81947653210116,215.60484557392996","193.65517084143968,214.64583839980546","192.9430173881323,214.77389348249028",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original\9_64.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_0_original,9
3014,"63.45577729815175,163.44224221789884","58.04069263740273,163.60615272373542","58.22058152966926,149.25101836089493","56.6546388618677,160.79248236867704","59.288971303501945,147.39880228599222","53.34867461089494,190.45754803015564","70.16241336332685,131.46403818093384","86.31759940418289,71.47096911478599","81.21446376459144,70.35092412451363","69.8195221303502,88.48021035992218","53.24100954523347,189.33838460603113","126.51015321011673,220.27477504863813","118.42950510700389,181.4629134241245","82.92565205496109,213.76263071498056","56.528559703307394,205.5892965710117","47.924215710116734,217.49404182879377","50.44034229085603,205.26402906128405",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\0_148.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,0
3020,"63.8256170963035,163.23689810311285","58.7772905520428,163.84621230544747","59.09954097762646,149.0690965466926","55.63357247081712,160.49536417801556","58.32963354207199,148.41813594357976","51.17285916220817,190.1392266536965","69.06459751945525,132.4655581225681","85.97672969357977,71.25482581468872","80.37705192120623,70.26721333900778","53.568275778210115,187.88697714007782","53.86560676070039,188.74531857976655","127.63608037451363,219.33004012645915","115.9643421692607,182.01206833657588","83.17985469357977,213.03749696011673","57.34429717898833,206.29699659533074","49.52311831225681,206.36355483949416","50.59930538667315,206.2338734192607",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\1_151.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,1
3019,"66.9180219479572,163.8773255107004","61.703223796206224,164.0868646643969","57.52264333049611,152.43923273346303","55.5952547422179,159.45804961089493","58.97626991123541,150.2265625","54.855309156128406,184.12085055933852","70.20902237354086,131.39927346789884","86.31636065175097,70.43308456955253","80.69632326118678,69.56457472033074","53.62007538910506,188.5354754377432","113.59885700389106,96.45110347762646","127.61711150291829,219.43522008754863","114.28137919503891,183.97037633754863","38.11194750121595,210.04260396400778","43.51260031614786,209.4450237110895","49.757766901750976,206.5995257782101","51.09720406736381,205.98578854571986",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\2_154.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,2
3024,"64.70974434581713,164.77681177042803","59.97052073200389,164.77939567120623","56.77463445403696,152.88541160019454","56.31609466196498,159.50866366731518","59.54018725680934,149.79008086089493","49.44938594357977,189.1234952577821","71.16713278210116,130.17751398346303","84.34975376945525,70.56088886186771","86.82122446498055,74.1496534533074","52.824154152480546,188.76083718385215","52.3463377006323,189.4499787208171","127.48171510214009,221.4778848492218","129.4165400048638,218.77453185797665","36.696346060311285,209.93350255350194","42.972416859192606,209.858265442607","48.92581544868677,206.70148346303503","50.76884347641051,206.46282222762648",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\3_157.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,3
3017,"65.73570494892996,165.81481031128405","61.0879438229572,165.11667071984436","57.29643421692607,154.52617339494162","56.88364846789884,159.17587244649806","59.6256611746109,149.58294321498056","54.256786539396884,182.4405854815175","71.91661600194553,131.30509788424123","86.14699355544747,70.75582897616732","82.58452395428016,69.29416190418289","52.81517509727627,189.97995196984436","49.171035232247085,194.20733523832686","125.40042862354086,221.26158195525292","116.15279973249028,184.77205435311285","36.972686648832685,210.38136855544747","37.16146339980545,222.7501063959144","49.90089600559339,206.74572896400778","48.43116184338521,189.98571254863813",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\4_160.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,4
3018,"67.22245105787938,166.3101744892996","62.10718628404669,165.48966439688715","58.210025535019454,154.99940722276264","57.021400778210115,159.247735286965","59.879043044747085,149.53477626459144","47.27646218385214,187.54211758268482","2.37080234868981,183.71110469357976","87.10545355058366,68.881702942607","85.67087943822958,72.87481760700389","53.525690813472764,189.64454644941634","49.76659396279183,194.85060493677042","125.3075373905642,221.13913545719845","117.2299139713035,184.16134180447472","52.89298090953307,207.83534472276264","38.131744741001945,223.1011673151751","49.75736031736381,206.544078307393","51.19914275291829,206.02410627431908",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\5_163.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,5
3021,"63.97673729328794,165.08681906614785","59.67059064931907,165.08545111867704","57.11326225072957,154.3472610651751","57.36687591196498,159.10721668287937","59.36937621595331,148.27418227140078","47.44997872081712,187.73169990272373","5.3511217169260705,184.0129347033074","87.0168409533074,69.23161630593385","85.53606821498055,72.0861502918288","51.51178714737354,189.35096972276264","47.88792330374514,195.13311648832686","126.74061436040856,221.42464129377433","118.91346212305447,183.5514348249027","81.71775443822958,214.27670537451363","38.31406174002918,223.36723309824902","49.06395534411479,207.2653058122568","50.06267479328794,206.89254012645915",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\6_166.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,6
3023,"65.70210663910505,164.79392631322958","61.52075480301556,164.66322653210116","57.58091409289884,153.86638193093384","57.627663697714006,158.96086150291828","59.147449537937746,148.9048820525292","53.47312363205253,180.99065235894943","2.1039668576726656,183.37443762159532","86.4644485651751,68.57855818336576","85.60777906128405,71.78113600437743","51.52241913910506,189.47245865758754","48.17656022008755,194.64319370136187","125.23991518725681,220.8169078307393","118.64280611624514,181.61907222762648","37.26714114178016,212.22466257295721","38.162113174854085,223.28012524319067","49.04828854571984,207.1122324902724","50.36278346911479,206.65287572957197",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\7_169.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,7
3022,"67.92536326605058,164.85096972276264","63.363695434095334,164.59162208171207","60.13429824294747,154.77919807879377","58.0573549975681,159.40319491731518","59.94498191269455,150.12285688229574","53.72380760578794,181.21744285019454","2.0226079443549367,182.8970695525292","86.03489785992218,68.73774927042801","85.32057848978599,72.3228204036965","48.050716652480546,196.0617400291829","49.22406219601167,195.14117217898834","125.25371625729572,220.9228781614786","116.52509423638132,181.73010396400778","38.33103948808366,212.20519212062257","38.87169412694553,223.28356031128405","49.35861882903696,207.73051434824902","50.69103386429961,207.15380289396887",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\8_172.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,8
3041,"69.59153848492218,164.80915612840468","64.03156918774319,164.42885153210116","60.61249468020428,154.6266111381323","57.63425644455253,159.41003465466926","59.77347929839494,150.82704584143968","54.063708353599225,181.1421297422179","6.149380813776751,183.77235834143968","86.13097337062257,68.89720634727627","86.77691816634241,71.40398528696498","48.4856935493677,196.69665004863813","49.28079401750973,196.02091439688715","125.0110347762646,221.23090953307394","117.4530718020428,183.59025413424123","53.494041828793776,208.80344114785993","38.78652419747082,222.48334143968873","49.6767844114786,206.8489785992218","50.85984238205253,206.19885396400778",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped\9_175.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_flipped,9
3025,"192.13127735894943,159.424671692607","199.29122081712063,153.42547726167317","198.14293531128405,166.07241001945525","195.09558912937743,155.20052589980546","201.36964980544747,163.1823321984436","181.86154851653697,126.49266628161479","169.05625303988327,135.1843537208171","171.47747446498056,215.12655034046693","170.19683244163426,215.3162998540856","205.5975498540856,192.22831043287937","203.924671692607,192.40731395914398","111.88407405155642,143.29801495622567","158.4466804474708,203.0310372081712","170.91196498054475,214.55942971789884","170.85893421692606,215.7359861381323","193.98059034533074,215.8148255107004","192.84537633754863,215.56427833171207",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\0_148.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,0
3028,"191.2590284533074,160.25016719357976","198.65182696984436,154.12651994163426","197.017844114786,166.42631322957197","195.31058487354085,155.19864117217898","200.6428137159533,163.74896643968873","181.8363630836576,126.79171479815176","170.42096303501947,134.34294443093384","171.55575145914398,214.66287694552528","172.32458353599222,214.4018421692607","205.1074446741245,192.34896339980546","202.25664214494165,192.78424428501947","111.26336788667315,142.39510882782102","157.54644941634243,203.80742339494165","170.97209387159532,215.01260031614785","170.92371412937743,216.24077395428017","193.3249331225681,216.19646765564204","192.06050887645915,215.80126763132296",ClamShells,..\Python\dataset\ClamShells\CHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original\1_151.jpg,datasetClamShellsCHA Rehab - Side-Lying Clamshells - Downloaded from clipmega.com (online-video-cutter.com).mp4_1_original,1
